Core-index,JLPT,vocab-kanji,vocab-hirigana,vocab-romanji,vocab-meaning,vocab-pos
2992,JLPT2,煙突,えんとつ,,"chimney, smokestack",Noun
2993,JLPT2,外出,がいしゅつ,,outing,Verbal Noun
2994,JLPT0,歌舞伎,かぶき,,kabuki,Noun
2995,JLPT2,感激,かんげき,,"deep emotion, moving",Verbal Noun
2996,JLPT1,漢語,かんご,,Chinese-character compounds,Noun
2997,JLPT2,客席,きゃくせき,,"seat, passenger seat",Noun
2998,JLPT0,ぎりぎり,ぎりぎり,,"just in time, barely",Adverb
2999,JLPT0,実用的,じつようてき,,practical,Adjective
3000,JLPT2,洗剤,せんざい,,"detergent, cleanser",Noun
3001,JLPT0,イスラム教,イスラムきょう,,"Islam, Muslim religion",Noun
3002,JLPT2,引用,いんよう,,"quotation, citation",Verbal Noun
3003,JLPT2,荒い,あらい,,"harsh, rough",Adjective
3004,JLPT0,ウサギ,ウサギ,,"rabbit, hare",Noun
3005,JLPT2,教わる,おそわる,,"be taught, learn",Verb
3006,JLPT1,外観,がいかん,,external appearance,Noun
3007,JLPT2,間隔,かんかく,,"interval, space",Noun
3008,JLPT2,岸,きし,,"shore, bank",Noun
3009,JLPT0,グラウンド,グラウンド,,sports field,Noun
3010,JLPT3,下宿,げしゅく,,"lodging, boarding house",Verbal Noun
3011,JLPT0,後方,こうほう,,"back, rear",Noun
3012,JLPT2,越す,こす,,"go over, surmount",Verb
3013,JLPT2,囁く,ささやく,,whisper,Verb
3014,JLPT2,縛る,しばる,,"bind, restrict",Verb
3015,JLPT1,主任,しゅにん,,"person in charge, head",Noun
3016,JLPT0,青空,あおぞら,,blue sky,Noun
3017,JLPT3,赤ん坊,あかんぼう,,baby,Noun
3018,JLPT2,裏切る,うらぎる,,betray,Verb
3019,JLPT2,英文,えいぶん,,"English, English writing",Noun
3020,JLPT0,下流,かりゅう,,downstream,Noun
3021,JLPT2,技師,ぎし,,"engineer, technician",Noun
3022,JLPT2,教養,きょうよう,,"culture, education",Noun
3023,JLPT2,金銭,きんせん,,"money, cash",Noun
3024,JLPT2,毛皮,けがわ,,fur,Noun
3025,JLPT0,最先端,さいせんたん,,"cutting edge, forefront",Noun
3026,JLPT2,さっぱり,さっぱり,,"completely, not at all",Adverb
3027,JLPT2,子孫,しそん,,"descendant, offspring",Noun
3028,JLPT2,シャッター,シャッター,,shutter,Noun
3029,JLPT1,人格,じんかく,,"character, personality",Noun
3030,JLPT0,吸い込む,すいこむ,,"inhale, suck in",Verb
3031,JLPT2,勧める,すすめる,,"suggest, recommend",Verb
3032,JLPT2,スピーカー,スピーカー,,speaker,Noun
3033,JLPT2,愛情,あいじょう,,"love, affection",Noun
3034,JLPT2,足跡,あしあと,,"footprint, footmark",Noun
3035,JLPT0,大雨,おおあめ,,heavy rain,Noun
3036,JLPT0,河口,かこう,,"river mouth, estuary",Noun
3037,JLPT1,元来,がんらい,,"originally, essentially",Adverb
3038,JLPT1,気軽,きがる,,"lighthearted, easy",Adjectival Noun
3039,JLPT2,区切る,くぎる,,"punctuate, divide",Verb
3040,JLPT0,組み合わせ,くみあわせ,,"combination, assortment",Noun
3041,JLPT2,芝生,しばふ,,"lawn, turf",Noun
3042,JLPT0,締め切り,しめきり,,"deadline, time limit",Noun
3043,JLPT1,出世,しゅっせ,,"success, promotion",Verbal Noun
3044,JLPT0,セールスマン,セールスマン,,"sales representative, salesperson",Noun
3045,JLPT2,合図,あいず,,"signal, sign",Verbal Noun
3046,JLPT1,教え,おしえ,,"lesson, teachings",Noun
3047,JLPT2,おしゃべり,おしゃべり,,"chatter, idle talk",Noun
3048,JLPT0,カラオケ,カラオケ,,karaoke,Noun
3049,JLPT2,器具,きぐ,,"utensil, implement",Noun
3050,JLPT2,こっそり,こっそり,,"stealthily, secretly",Adverb
3051,JLPT0,ジョギング,ジョギング,,jogging,Verbal Noun
3052,JLPT2,あれこれ,あれこれ,,"this and that, one thing or another",Noun
3053,JLPT2,映す,うつす,,"reflect, project",Verb
3054,JLPT2,およそ,およそ,,just about,Adverb
3055,JLPT1,高原,こうげん,,"plateau, highland",Noun
3056,JLPT2,小遣い,こづかい,,"pocket money, spending money",Noun
3057,JLPT2,サークル,サークル,,"circle, club",Noun
3058,JLPT0,社会人,しゃかいじん,,"member of society, working person",Noun
3059,JLPT1,収集,しゅうしゅう,,"collection, gathering",Verbal Noun
3060,JLPT2,税関,ぜいかん,,"custom house, customs",Noun
3061,JLPT2,清潔,せいけつ,,"cleanliness, neatness",Adjectival Noun
3062,JLPT1,海峡,かいきょう,,"straits, channel",Noun
3063,JLPT0,偏る,かたよる,,"be one-sided, deviate",Verb
3064,JLPT2,貸し出し,かしだし,,"lending service, checking out",Verbal Noun
3065,JLPT3,汽車,きしゃ,,train,Noun
3066,JLPT0,キリスト,キリスト,,"Christ, Christianity",Noun
3067,JLPT2,唇,くちびる,,"lip, lips",Noun
3068,JLPT2,月給,げっきゅう,,monthly salary,Noun
3069,JLPT2,作曲,さっきょく,,composition,Verbal Noun
3070,JLPT0,残業,ざんぎょう,,overtime,Verbal Noun
3071,JLPT1,あっさり,あっさり,,"plainly, matter-of-factly",Adverb
3072,JLPT0,打ち合わせ,うちあわせ,,"meeting, arrangement",Verbal Noun
3073,JLPT1,衰える,おとろえる,,"weaken, decline",Verb
3074,JLPT0,思いがけない,おもいがけない,,"unexpected, accidental",Adjective
3075,JLPT2,鐘,かね,,"bell, gong",Noun
3076,JLPT2,苦痛,くつう,,"pain, agony",Noun
3077,JLPT3,暮れる,くれる,,grow dark,Verb
3078,JLPT1,結核,けっかく,,tuberculosis,Noun
3079,JLPT1,栄える,さかえる,,"flourish, thrive",Verb
3080,JLPT2,次第,しだい,,as soon as,Noun
3081,JLPT2,済ませる,すませる,,"finish off, get done with",Verb
3082,JLPT2,せっせと,せっせと,,"hard, diligently",Adverb
3083,JLPT0,慌ただしい,あわただしい,,busy,Adjective
3084,JLPT2,薄暗い,うすぐらい,,"gloomy, dim",Adjective
3085,JLPT0,カタログ,カタログ,,catalogue,Noun
3086,JLPT0,客観的,きゃっかんてき,,objective,Adjective
3087,JLPT0,気力,きりょく,,"energy, vitality",Noun
3088,JLPT2,郡,ぐん,,county,Noun
3089,JLPT2,下町,したまち,,old part of town,Noun
3090,JLPT1,ジャズ,ジャズ,,jazz,Noun
3091,JLPT2,心身,しんしん,,mind and body,Noun
3092,JLPT2,浮く,うく,,float,Verb
3093,JLPT0,運動場,うんどうじょう,,"playground, sports field",Noun
3094,JLPT2,家具,かぐ,,furniture,Noun
3095,JLPT2,刀,かたな,,"sword, blade",Noun
3096,JLPT0,工学部,こうがくぶ,,department of engineering,Noun
3097,JLPT2,サイン,サイン,,"signature, autograph",Verbal Noun
3098,JLPT2,車輪,しゃりん,,wheel,Noun
3099,JLPT2,食器,しょっき,,"tableware, dinner set",Noun
3100,JLPT0,市立,しりつ,,"municipal, city",Noun
3101,JLPT1,値する,あたいする,,"be worth, deserve",Verb
3102,JLPT2,偉大,いだい,,"great, mighty",Adjective
3103,JLPT1,棄権,きけん,,"dropping out, renouncing rights",Verbal Noun
3104,JLPT2,外科,げか,,surgery,Noun
3105,JLPT1,決勝,けっしょう,,"final, final game",Noun
3106,JLPT2,公衆,こうしゅう,,the public,Noun
3107,JLPT1,ごまかす,ごまかす,,"deceive, evade",Verb
3108,JLPT2,削除,さくじょ,,"deletion, elimination",Verbal Noun
3109,JLPT1,インテリ,インテリ,,intelligent,Noun
3110,JLPT1,追い出す,おいだす,,"turn out, kick out",Verb
3111,JLPT2,丘,おか,,"hill, slope",Noun
3112,JLPT2,思い込む,おもいこむ,,"assume, believe",Verb
3113,JLPT2,貝,かい,,"shellfish, shell",Noun
3114,JLPT2,空想,くうそう,,"fantasy, daydreams",Verbal Noun
3115,JLPT1,区画,くかく,,"division, section",Noun
3116,JLPT2,坂,さか,,"slope, incline",Noun
3117,JLPT2,締め切る,しめきる,,"close, fix a deadline",Verb
3118,JLPT1,出演,しゅつえん,,"appearance on stage, performance",Verbal Noun
3119,JLPT2,攻める,せめる,,"attack, take the offensive",Verb
3120,JLPT2,いちいち,いちいち,,"one by one, in detail",Adverb
3121,JLPT1,一部分,いちぶぶん,,"part, portion",Noun
3122,JLPT1,祈り,いのり,,prayer,Noun
3123,JLPT2,恨み,うらみ,,"grudge, hatred",Noun
3124,JLPT1,英雄,えいゆう,,hero,Noun
3125,JLPT0,絵本,えほん,,picture book,Noun
3126,JLPT0,思いやり,おもいやり,,"thoughtfulness, kindness",Noun
3127,JLPT0,顔色,かおいろ,,"complexion, countenance",Noun
3128,JLPT1,願書,がんしょ,,application form,Noun
3129,JLPT2,幸運,こううん,,"good fortune, good luck",Adjectival Noun
3130,JLPT2,採点,さいてん,,"marking, grading",Verbal Noun
3131,JLPT2,座敷,ざしき,,"drawing room, Japanese-style room",Noun
3132,JLPT2,司会,しかい,,"master of ceremonies, host",Verbal Noun
3133,JLPT2,社説,しゃせつ,,editorial,Noun
3134,JLPT2,診察,しんさつ,,medical examination,Verbal Noun
3135,JLPT1,ストライキ,ストライキ,,strike,Noun
3136,JLPT2,編む,あむ,,knit,Verb
3137,JLPT2,あんまり,あんまり,,"(not) that much, (not) so much",Adverb
3138,JLPT2,衣服,いふく,,"clothes, dress",Noun
3139,JLPT0,外来語,がいらいご,,"loanword, foreign word",Noun
3140,JLPT0,学費,がくひ,,"school expenses, tuition",Noun
3141,JLPT2,記入,きにゅう,,"entry, record",Verbal Noun
3142,JLPT1,強烈,きょうれつ,,"intense, severe",Adjective
3143,JLPT0,爽やか,さわやか,,"refreshing, clear",Adjective
3144,JLPT2,実例,じつれい,,"example, instance",Noun
3145,JLPT2,障子,しょうじ,,paper sliding-door,Noun
3146,JLPT2,育児,いくじ,,"childcare, child-raising",Noun
3147,JLPT1,打ち明ける,うちあける,,"confide in, reveal",Verb
3148,JLPT2,羨ましい,うらやましい,,"envious, envy",Adjective
3149,JLPT2,運,うん,,"fortune, fate",Noun
3150,JLPT1,落ち着き,おちつき,,"presence of mind, composure",Noun
3151,JLPT0,会費,かいひ,,"fee, membership fee",Noun
3152,JLPT2,確率,かくりつ,,"probability, rate",Noun
3153,JLPT1,合唱,がっしょう,,chorus,Verbal Noun
3154,JLPT0,帰省,きせい,,homecoming,Verbal Noun
3155,JLPT2,休業,きゅうぎょう,,"suspension of business, closure",Verbal Noun
3156,JLPT2,形容詞,けいようし,,adjective,Noun
3157,JLPT1,好意,こうい,,"favor, affection",Noun
3158,JLPT2,紅葉,こうよう,,"autumn leaves, crimson foliage",Verbal Noun
3159,JLPT2,消防,しょうぼう,,"fire fighting, fire prevention",Noun
3160,JLPT2,食欲,しょくよく,,appetite,Noun
3161,JLPT1,紳士,しんし,,gentleman,Noun
3162,JLPT1,真実,しんじつ,,"truth, reality",Noun
3163,JLPT1,救い,すくい,,"rescue, relief",Noun
3164,JLPT0,砂浜,すなはま,,"sandy beach, sands",Noun
3165,JLPT0,悪用,あくよう,,"abuse, misuse",Noun
3166,JLPT0,囲碁,いご,,"game of ""go""",Noun
3167,JLPT3,うるさい,うるさい,,"noisy, bothersome",Adjective
3168,JLPT2,驚かす,おどろかす,,"surprise, amaze",Verb
3169,JLPT2,親指,おやゆび,,thumb,Noun
3170,JLPT2,カーブ,カーブ,,"curve, bend",Verbal Noun
3171,JLPT1,ガイド,ガイド,,guide,Verbal Noun
3172,JLPT0,かえる,かえる,,frog,Noun
3173,JLPT2,各自,かくじ,,"each one, every individual",Noun
3174,JLPT2,賢い,かしこい,,"wise, smart",Adjective
3175,JLPT0,聞かす,きかす,,"tell, read aloud",Verb
3176,JLPT0,利く,きく,,"work, function",Verb
3177,JLPT1,期日,きじつ,,"date, due date",Noun
3178,JLPT0,共産主義,きょうさんしゅぎ,,Communism,Noun
3179,JLPT0,苦しめる,くるしめる,,"torment, trouble",Verb
3180,JLPT0,県立,けんりつ,,prefectural,Noun
3181,JLPT2,骨折,こっせつ,,"fracture, broken bone",Verbal Noun
3182,JLPT2,転がる,ころがる,,"roll over, tumble",Verb
3183,JLPT2,在学,ざいがく,,attendance at school,Verbal Noun
3184,JLPT2,湿度,しつど,,humidity,Noun
3185,JLPT2,実物,じつぶつ,,"real thing, actual object",Noun
3186,JLPT2,上級,じょうきゅう,,"higher grade, advanced class",Noun
3187,JLPT2,省略,しょうりゃく,,"omission, abbreviation",Verbal Noun
3188,JLPT0,寝室,しんしつ,,bedroom,Noun
3189,JLPT0,水害,すいがい,,flood damage,Noun
3190,JLPT2,飽きる,あきる,,be fed up,Verb
3191,JLPT0,痛む,いたむ,,"feel pain, hurt",Verb
3192,JLPT0,今ごろ,いまごろ,,about this time,Noun
3193,JLPT0,衛生,えいせい,,"hygiene, sanitation",Noun
3194,JLPT3,お嬢さん,おじょうさん,,"young lady, someone's daughter",Noun
3195,JLPT2,間接,かんせつ,,indirect,Noun
3196,JLPT2,下さる,くださる,,"give, favor with",Verb
3197,JLPT2,恋,こい,,"love, romance",Noun
3198,JLPT0,親しみ,したしみ,,"intimacy, familiarity",Noun
3199,JLPT0,ずれる,ずれる,,"off track, out of line",Verb
3200,JLPT2,赤道,せきどう,,equator,Noun
3201,JLPT1,油絵,あぶらえ,,oil painting,Noun
3202,JLPT2,生き物,いきもの,,living creature,Noun
3203,JLPT2,遠足,えんそく,,"excursion, hike",Noun
3204,JLPT3,オーバー,オーバー,,exaggerate,Verbal Noun
3205,JLPT0,大雪,おおゆき,,heavy snow,Noun
3206,JLPT2,穏やか,おだやか,,"calm, mild",Adjective
3207,JLPT0,仮,かり,,"provisional, temporary",Noun
3208,JLPT2,枯れる,かれる,,"wither, die",Verb
3209,JLPT2,県庁,けんちょう,,prefectural office,Noun
3210,JLPT1,守備,しゅび,,"defense, fielding",Verbal Noun
3211,JLPT0,初夏,しょか,,early summer,Noun
3212,JLPT1,正義,せいぎ,,"justice, righteousness",Noun
3213,JLPT0,くっ付く,くっつく,,"stick, cling",Verb
3214,JLPT0,朝日,あさひ,,morning sun,Noun
3215,JLPT1,衣料,いりょう,,"clothing, garments",Noun
3216,JLPT0,エアコン,エアコン,,"air-conditioning, air conditioner",Noun
3217,JLPT0,追い抜く,おいぬく,,"pass, overtake",Verb
3218,JLPT2,大通り,おおどおり,,main street,Noun
3219,JLPT2,元日,がんじつ,,New Year's Day,Noun
3220,JLPT0,菊,きく,,chrysanthemum,Noun
3221,JLPT2,気の毒,きのどく,,"pitiable, regrettable",Adjectival Noun
3222,JLPT2,器用,きよう,,"skillful, clever",Adjectival Noun
3223,JLPT2,癖,くせ,,"habit, mannerism",Noun
3224,JLPT2,砕く,くだく,,"crush, smash",Verb
3225,JLPT2,逆らう,さからう,,"disobey, go against",Verb
3226,JLPT1,脂肪,しぼう,,"fat, grease",Noun
3227,JLPT1,しょっちゅう,しょっちゅう,,"frequently, repeatedly",Adverb
3228,JLPT2,スタンド,スタンド,,"table lamp, desk lamp",Noun
3229,JLPT2,永遠,えいえん,,eternity,Adjectival Noun
3230,JLPT2,飾り,かざり,,"ornament, decoration",Noun
3231,JLPT2,蛍光灯,けいこうとう,,fluorescent lamp,Noun
3232,JLPT1,下痢,げり,,diarrhea,Verbal Noun
3233,JLPT1,志す,こころざす,,"have an ambition for, aspire",Verb
3234,JLPT2,猿,さる,,"monkey, ape",Noun
3235,JLPT1,真理,しんり,,truth,Noun
3236,JLPT2,がっかり,がっかり,,feel disappointed,Adverb
3237,JLPT2,課程,かてい,,"course, curriculum",Noun
3238,JLPT1,起源,きげん,,"origin, beginning",Noun
3239,JLPT0,機長,きちょう,,airplane captain,Noun
3240,JLPT0,金色,きんいろ,,golden color,Noun
3241,JLPT0,車椅子,くるまいす,,wheelchair,Noun
3242,JLPT2,月末,げつまつ,,end of the month,Noun
3243,JLPT2,見当,けんとう,,"estimate, aim",Noun
3244,JLPT2,肯定,こうてい,,affirmation,Verbal Noun
3245,JLPT2,効力,こうりょく,,"effect, validity",Noun
3246,JLPT2,言葉遣い,ことばづかい,,"wording, language",Noun
3247,JLPT2,スライド,スライド,,slide,Verbal Noun
3248,JLPT1,誠実,せいじつ,,"sincerity, honesty",Adjectival Noun
3249,JLPT2,正門,せいもん,,"main gate, main entrance",Noun
3250,JLPT2,先祖,せんぞ,,"forefather, ancestor",Noun
3251,JLPT2,案外,あんがい,,unexpectedly,Adverb
3252,JLPT3,おっしゃる,おっしゃる,,say,Verb
3253,JLPT2,クラシック,クラシック,,"classical music, the classics",Adjectival Noun
3254,JLPT2,下水,げすい,,"sewerage, drainage",Noun
3255,JLPT0,原稿用紙,げんこうようし,,"manuscript paper, writing pad",Noun
3256,JLPT0,国費,こくひ,,national expenditure,Noun
3257,JLPT2,娯楽,ごらく,,"amusement, pastime",Noun
3258,JLPT2,材木,ざいもく,,"timber, wood",Noun
3259,JLPT1,さっと,さっと,,"quickly, suddenly",Adverb
3260,JLPT0,運動場,うんどうじょう,,"playground, sports field",Noun
3261,JLPT0,次回,じかい,,next time,Noun
3262,JLPT2,咳,せき,,cough,Noun
3263,JLPT0,足音,あしおと,,sound of footsteps,Noun
3264,JLPT1,改まる,あらたまる,,"be renewed, change",Verb
3265,JLPT1,合わす,あわす,,"match, add",Verb
3266,JLPT2,頂く,いただく,,"receive, eat",Verb
3267,JLPT1,尾,お,,tail,Noun
3268,JLPT0,大げさ,おおげさ,,exaggerate,Adjective
3269,JLPT0,夏季,かき,,"summer, summer season",Noun
3270,JLPT2,学部,がくぶ,,"faculty, department",Noun
3271,JLPT1,駆ける,かける,,"gallop, run quickly",Verb
3272,JLPT1,頑固,がんこ,,"stubborn, obstinate",Adjectival Noun
3273,JLPT3,絹,きぬ,,"silk, silk fabrics",Noun
3274,JLPT1,茎,くき,,stem,Noun
3275,JLPT1,軽快,けいかい,,"light, cheerful",Adjective
3276,JLPT1,地獄,じごく,,"hell, inferno",Noun
3277,JLPT0,渋い,しぶい,,"bitter, astringent",Adjective
3278,JLPT2,上達,じょうたつ,,"progress, proficiency",Verbal Noun
3279,JLPT2,消毒,しょうどく,,"disinfection, sterilization",Verbal Noun
3280,JLPT2,勝敗,しょうはい,,victory or defeat,Noun
3281,JLPT2,親戚,しんせき,,a relative,Noun
3282,JLPT2,頭痛,ずつう,,headache,Noun
3283,JLPT1,家出,いえで,,running away from home,Verbal Noun
3284,JLPT2,大家,おおや,,landlord,Noun
3285,JLPT2,勝ち,かち,,"win, victory",Noun
3286,JLPT0,キャンセル,キャンセル,,cancellation,Verbal Noun
3287,JLPT2,香水,こうすい,,perfume,Noun
3288,JLPT2,シーツ,シーツ,,sheet,Noun
3289,JLPT2,車庫,しゃこ,,"car shed, garage",Noun
3290,JLPT1,衆議院,しゅうぎいん,,"House of Representatives, Lower House",Noun
3291,JLPT2,受話器,じゅわき,,receiver,Noun
3292,JLPT0,順位,じゅんい,,"order, rank",Noun
3293,JLPT2,墨,すみ,,black ink,Noun
3294,JLPT1,甘える,あまえる,,"depend on, take advantage of",Verb
3295,JLPT2,生け花,いけばな,,flower arrangement,Noun
3296,JLPT2,係,かかり,,person in charge,Noun
3297,JLPT4,かかる,かかる,,"catch, get",Verb
3298,JLPT2,学力,がくりょく,,"scholastic performance, academic ability",Noun
3299,JLPT1,貨幣,かへい,,"money, currency",Noun
3300,JLPT2,神様,かみさま,,"god, the divine",Noun
3301,JLPT1,観衆,かんしゅう,,audience,Noun
3302,JLPT0,北風,きたかぜ,,north wind,Noun
3303,JLPT2,休養,きゅうよう,,"rest, recreation",Verbal Noun
3304,JLPT0,見物人,けんぶつにん,,"spectator, sightseer",Noun
3305,JLPT2,コック,コック,,"cook, chef",Noun
3306,JLPT1,雑談,ざつだん,,"chat, idle talk",Verbal Noun
3307,JLPT1,寒気,さむけ,,chill,Noun
